PS_chr01_G000001.mRNA.3	PS_chr01_G000001
PS_chr10_G044001.mRNA.1	PS_chr10_G044001
PS_chr10_G044002.mRNA.4	PS_chr10_G044002
PS_chr10_G044003.mRNA.1	PS_chr10_G044003
PS_chr10_G044004.mRNA.1	PS_chr10_G044004
PS_chr10_G044005.mRNA.1	PS_chr10_G044005
PS_chr10_G044006.mRNA.1	PS_chr10_G044006
PS_chr10_G044008.mRNA.1	PS_chr10_G044008
PS_chr10_G044009.mRNA.1	PS_chr10_G044009
PS_chr10_G044010.mRNA.1	PS_chr10_G044010
PS_chr10_G044011.mRNA.1	PS_chr10_G044011
PS_chr10_G044012.mRNA.1	PS_chr10_G044012
PS_chr10_G044013.mRNA.1	PS_chr10_G044013
PS_chr10_G044014.mRNA.1	PS_chr10_G044014
PS_chr10_G044015.mRNA.1	PS_chr10_G044015
PS_chr10_G044016.mRNA.1	PS_chr10_G044016
PS_chr10_G044017.mRNA.1	PS_chr10_G044017
PS_chr10_G044018.mRNA.1	PS_chr10_G044018
PS_chr10_G044019.mRNA.1	PS_chr10_G044019
PS_chr10_G044020.mRNA.3	PS_chr10_G044020
PS_chr10_G044021.mRNA.1	PS_chr10_G044021
PS_chr10_G044024.mRNA.1	PS_chr10_G044024
PS_chr10_G044026.mRNA.1	PS_chr10_G044026
PS_chr10_G044027.mRNA.1	PS_chr10_G044027
PS_chr10_G044028.mRNA.1	PS_chr10_G044028
PS_chr10_G044029.mRNA.9	PS_chr10_G044029
PS_chr10_G044030.mRNA.1	PS_chr10_G044030
PS_chr10_G044031.mRNA.1	PS_chr10_G044031
PS_chr10_G044032.mRNA.1	PS_chr10_G044032
PS_chr10_G044033.mRNA.4	PS_chr10_G044033
PS_chr10_G044034.mRNA.1	PS_chr10_G044034
PS_chr10_G044035.mRNA.1	PS_chr10_G044035
PS_chr10_G044036.mRNA.1	PS_chr10_G044036
PS_chr10_G044037.mRNA.1	PS_chr10_G044037
PS_chr10_G044038.mRNA.1	PS_chr10_G044038
PS_chr10_G044039.mRNA.1	PS_chr10_G044039
PS_chr10_G044042.mRNA.1	PS_chr10_G044042
PS_chr10_G044044.mRNA.1	PS_chr10_G044044
PS_chr10_G044045.mRNA.1	PS_chr10_G044045
PS_chr10_G044046.mRNA.1	PS_chr10_G044046
PS_chr10_G044047.mRNA.1	PS_chr10_G044047
PS_chr10_G044048.mRNA.1	PS_chr10_G044048
PS_chr10_G044049.mRNA.1	PS_chr10_G044049
PS_chr10_G044050.mRNA.1	PS_chr10_G044050
PS_chr10_G044051.mRNA.1	PS_chr10_G044051
PS_chr10_G044052.mRNA.1	PS_chr10_G044052
PS_chr10_G044053.mRNA.1	PS_chr10_G044053
PS_chr10_G044054.mRNA.1	PS_chr10_G044054
PS_chr10_G044055.mRNA.1	PS_chr10_G044055
PS_chr10_G044056.mRNA.2	PS_chr10_G044056
PS_chr10_G044057.mRNA.5	PS_chr10_G044057
PS_chr10_G044058.mRNA.1	PS_chr10_G044058
PS_chr10_G044059.mRNA.1	PS_chr10_G044059
PS_chr10_G044060.mRNA.3	PS_chr10_G044060
PS_chr10_G044061.mRNA.1	PS_chr10_G044061
PS_chr10_G044062.mRNA.1	PS_chr10_G044062
PS_chr10_G044063.mRNA.2	PS_chr10_G044063
PS_chr10_G044064.mRNA.1	PS_chr10_G044064
PS_chr10_G044065.mRNA.1	PS_chr10_G044065
PS_chr10_G044066.mRNA.1	PS_chr10_G044066
PS_chr10_G044067.mRNA.1	PS_chr10_G044067
PS_chr10_G044070.mRNA.1	PS_chr10_G044070
PS_chr10_G044073.mRNA.1	PS_chr10_G044073
PS_chr10_G044075.mRNA.1	PS_chr10_G044075
PS_chr10_G044074.mRNA.2	PS_chr10_G044074
PS_chr10_G044076.mRNA.1	PS_chr10_G044076
PS_chr10_G044078.mRNA.2	PS_chr10_G044078
PS_chr10_G044079.mRNA.1	PS_chr10_G044079
PS_chr10_G044080.mRNA.1	PS_chr10_G044080
PS_chr10_G044082.mRNA.1	PS_chr10_G044082
PS_chr10_G044083.mRNA.1	PS_chr10_G044083
PS_chr10_G044084.mRNA.1	PS_chr10_G044084
PS_chr10_G044086.mRNA.1	PS_chr10_G044086
PS_chr10_G044087.mRNA.1	PS_chr10_G044087
PS_chr10_G044088.mRNA.7	PS_chr10_G044088
PS_chr10_G044089.mRNA.1	PS_chr10_G044089
PS_chr10_G044090.mRNA.1	PS_chr10_G044090
PS_chr10_G044091.mRNA.1	PS_chr10_G044091
PS_chr10_G044092.mRNA.1	PS_chr10_G044092
PS_chr10_G044093.mRNA.3	PS_chr10_G044093
PS_chr10_G044094.mRNA.2	PS_chr10_G044094
PS_chr10_G044095.mRNA.1	PS_chr10_G044095
PS_chr10_G044096.mRNA.1	PS_chr10_G044096
PS_chr10_G044097.mRNA.1	PS_chr10_G044097
PS_chr10_G044099.mRNA.1	PS_chr10_G044099
PS_chr10_G044100.mRNA.1	PS_chr10_G044100
PS_chr10_G044101.mRNA.1	PS_chr10_G044101
PS_chr10_G044102.mRNA.1	PS_chr10_G044102
PS_chr10_G044103.mRNA.2	PS_chr10_G044103
PS_chr10_G044104.mRNA.1	PS_chr10_G044104
PS_chr10_G044105.mRNA.1	PS_chr10_G044105
PS_chr10_G044106.mRNA.1	PS_chr10_G044106
PS_chr10_G044107.mRNA.1	PS_chr10_G044107
PS_chr10_G044108.mRNA.1	PS_chr10_G044108
PS_chr10_G044109.mRNA.1	PS_chr10_G044109
PS_chr10_G044110.mRNA.1	PS_chr10_G044110
PS_chr10_G044111.mRNA.3	PS_chr10_G044111
PS_chr10_G044114.mRNA.1	PS_chr10_G044114
PS_chr10_G044115.mRNA.1	PS_chr10_G044115
PS_chr10_G044116.mRNA.2	PS_chr10_G044116
PS_chr10_G044117.mRNA.3	PS_chr10_G044117
PS_chr10_G044118.mRNA.1	PS_chr10_G044118
PS_chr10_G044119.mRNA.1	PS_chr10_G044119
PS_chr10_G044120.mRNA.1	PS_chr10_G044120
PS_chr10_G044121.mRNA.1	PS_chr10_G044121
PS_chr10_G044122.mRNA.2	PS_chr10_G044122
PS_chr10_G044123.mRNA.1	PS_chr10_G044123
PS_chr10_G044124.mRNA.1	PS_chr10_G044124
PS_chr10_G044125.mRNA.1	PS_chr10_G044125
PS_chr10_G044126.mRNA.1	PS_chr10_G044126
PS_chr10_G044127.mRNA.2	PS_chr10_G044127
PS_chr10_G044128.mRNA.1	PS_chr10_G044128
PS_chr10_G044129.mRNA.1	PS_chr10_G044129
PS_chr10_G044130.mRNA.1	PS_chr10_G044130
PS_chr10_G044131.mRNA.1	PS_chr10_G044131
PS_chr10_G044132.mRNA.6	PS_chr10_G044132
PS_chr10_G044133.mRNA.2	PS_chr10_G044133
PS_chr10_G044134.mRNA.4	PS_chr10_G044134
PS_chr10_G044135.mRNA.1	PS_chr10_G044135
PS_chr10_G044136.mRNA.1	PS_chr10_G044136
PS_chr10_G044137.mRNA.1	PS_chr10_G044137
PS_chr10_G044138.mRNA.3	PS_chr10_G044138
PS_chr10_G044139.mRNA.4	PS_chr10_G044139
PS_chr10_G044140.mRNA.2	PS_chr10_G044140
PS_chr10_G044141.mRNA.3	PS_chr10_G044141
PS_chr10_G044142.mRNA.3	PS_chr10_G044142
PS_chr10_G044143.mRNA.3	PS_chr10_G044143
PS_chr10_G044144.mRNA.1	PS_chr10_G044144
PS_chr10_G044145.mRNA.1	PS_chr10_G044145
PS_chr10_G044146.mRNA.3	PS_chr10_G044146
PS_chr10_G044148.mRNA.3	PS_chr10_G044148
PS_chr10_G044150.mRNA.3	PS_chr10_G044150
PS_chr10_G044152.mRNA.1	PS_chr10_G044152
PS_chr10_G044153.mRNA.2	PS_chr10_G044153
PS_chr10_G044154.mRNA.1	PS_chr10_G044154
PS_chr10_G044155.mRNA.2	PS_chr10_G044155
PS_chr10_G044156.mRNA.1	PS_chr10_G044156
PS_chr10_G044157.mRNA.6	PS_chr10_G044157
PS_chr10_G044159.mRNA.2	PS_chr10_G044159
PS_chr10_G044160.mRNA.4	PS_chr10_G044160
PS_chr10_G044169.mRNA.1	PS_chr10_G044169
PS_chr10_G044171.mRNA.1	PS_chr10_G044171
PS_chr10_G044172.mRNA.1	PS_chr10_G044172
PS_chr10_G044174.mRNA.1	PS_chr10_G044174
PS_chr10_G044176.mRNA.1	PS_chr10_G044176
PS_chr10_G044177.mRNA.1	PS_chr10_G044177
PS_chr10_G044178.mRNA.1	PS_chr10_G044178
PS_chr10_G044179.mRNA.1	PS_chr10_G044179
PS_chr10_G044180.mRNA.1	PS_chr10_G044180
PS_chr10_G044181.mRNA.1	PS_chr10_G044181
PS_chr10_G044182.mRNA.1	PS_chr10_G044182
PS_chr10_G044184.mRNA.1	PS_chr10_G044184
PS_chr10_G044186.mRNA.1	PS_chr10_G044186
PS_chr10_G044187.mRNA.1	PS_chr10_G044187
PS_chr10_G044190.mRNA.1	PS_chr10_G044190
PS_chr10_G044191.mRNA.1	PS_chr10_G044191
PS_chr10_G044192.mRNA.1	PS_chr10_G044192
PS_chr10_G044195.mRNA.1	PS_chr10_G044195
PS_chr10_G044196.mRNA.1	PS_chr10_G044196
PS_chr10_G044197.mRNA.1	PS_chr10_G044197
PS_chr10_G044198.mRNA.1	PS_chr10_G044198
PS_chr10_G044199.mRNA.1	PS_chr10_G044199
PS_chr10_G044202.mRNA.1	PS_chr10_G044202
PS_chr10_G044204.mRNA.1	PS_chr10_G044204
PS_chr10_G044206.mRNA.1	PS_chr10_G044206
PS_chr10_G044207.mRNA.1	PS_chr10_G044207
PS_chr10_G044209.mRNA.1	PS_chr10_G044209
PS_chr10_G044210.mRNA.1	PS_chr10_G044210
PS_chr10_G044211.mRNA.1	PS_chr10_G044211
PS_chr10_G044212.mRNA.1	PS_chr10_G044212
PS_chr10_G044213.mRNA.2	PS_chr10_G044213
PS_chr10_G044214.mRNA.1	PS_chr10_G044214
PS_chr10_G044215.mRNA.1	PS_chr10_G044215
PS_chr10_G044216.mRNA.1	PS_chr10_G044216
PS_chr10_G044217.mRNA.1	PS_chr10_G044217
PS_chr10_G044218.mRNA.2	PS_chr10_G044218
PS_chr10_G044219.mRNA.2	PS_chr10_G044219
PS_chr10_G044220.mRNA.1	PS_chr10_G044220
PS_chr10_G044221.mRNA.2	PS_chr10_G044221
PS_chr10_G044222.mRNA.2	PS_chr10_G044222
PS_chr10_G044224.mRNA.1	PS_chr10_G044224
PS_chr10_G044223.mRNA.4	PS_chr10_G044223
PS_chr10_G044225.mRNA.1	PS_chr10_G044225
PS_chr10_G044227.mRNA.1	PS_chr10_G044227
PS_chr10_G044228.mRNA.1	PS_chr10_G044228
PS_chr10_G044229.mRNA.1	PS_chr10_G044229
PS_chr10_G044230.mRNA.1	PS_chr10_G044230
PS_chr10_G044231.mRNA.2	PS_chr10_G044231
PS_chr10_G044232.mRNA.1	PS_chr10_G044232
PS_chr10_G044233.mRNA.2	PS_chr10_G044233
PS_chr10_G044234.mRNA.1	PS_chr10_G044234
PS_chr10_G044235.mRNA.2	PS_chr10_G044235
PS_chr10_G044236.mRNA.1	PS_chr10_G044236
PS_chr10_G044237.mRNA.1	PS_chr10_G044237
PS_chr10_G044238.mRNA.1	PS_chr10_G044238
PS_chr10_G044239.mRNA.1	PS_chr10_G044239
PS_chr10_G044240.mRNA.1	PS_chr10_G044240
PS_chr10_G044241.mRNA.1	PS_chr10_G044241
PS_chr10_G044242.mRNA.3	PS_chr10_G044242
PS_chr10_G044243.mRNA.4	PS_chr10_G044243
PS_chr10_G044244.mRNA.1	PS_chr10_G044244
PS_chr10_G044245.mRNA.1	PS_chr10_G044245
PS_chr10_G044246.mRNA.1	PS_chr10_G044246
PS_chr10_G044247.mRNA.1	PS_chr10_G044247
PS_chr10_G044248.mRNA.1	PS_chr10_G044248
PS_chr10_G044249.mRNA.1	PS_chr10_G044249
PS_chr10_G044250.mRNA.1	PS_chr10_G044250
PS_chr10_G044251.mRNA.3	PS_chr10_G044251
PS_chr10_G044252.mRNA.1	PS_chr10_G044252
PS_chr10_G044253.mRNA.1	PS_chr10_G044253
PS_chr10_G044255.mRNA.1	PS_chr10_G044255
PS_chr10_G044256.mRNA.1	PS_chr10_G044256
PS_chr10_G044257.mRNA.1	PS_chr10_G044257
PS_chr10_G044259.mRNA.1	PS_chr10_G044259
PS_chr10_G044258.mRNA.2	PS_chr10_G044258
PS_chr10_G044260.mRNA.14	PS_chr10_G044260
PS_chr10_G044261.mRNA.1	PS_chr10_G044261
PS_chr10_G044262.mRNA.1	PS_chr10_G044262
PS_chr10_G044263.mRNA.1	PS_chr10_G044263
PS_chr10_G044264.mRNA.1	PS_chr10_G044264
PS_chr10_G044265.mRNA.2	PS_chr10_G044265
PS_chr10_G044266.mRNA.4	PS_chr10_G044266
PS_chr10_G044267.mRNA.2	PS_chr10_G044267
PS_chr10_G044268.mRNA.1	PS_chr10_G044268
PS_chr10_G044269.mRNA.2	PS_chr10_G044269
PS_chr10_G044270.mRNA.1	PS_chr10_G044270
PS_chr10_G044271.mRNA.1	PS_chr10_G044271
PS_chr10_G044272.mRNA.1	PS_chr10_G044272
PS_chr10_G044273.mRNA.1	PS_chr10_G044273
PS_chr10_G044274.mRNA.1	PS_chr10_G044274
PS_chr10_G044275.mRNA.3	PS_chr10_G044275
PS_chr10_G044276.mRNA.1	PS_chr10_G044276
PS_chr10_G044277.mRNA.1	PS_chr10_G044277
PS_chr10_G044278.mRNA.3	PS_chr10_G044278
PS_chr10_G044279.mRNA.2	PS_chr10_G044279
PS_chr10_G044282.mRNA.3	PS_chr10_G044282
PS_chr10_G044283.mRNA.1	PS_chr10_G044283
PS_chr10_G044285.mRNA.1	PS_chr10_G044285
PS_chr10_G044286.mRNA.1	PS_chr10_G044286
PS_chr10_G044287.mRNA.6	PS_chr10_G044287
PS_chr10_G044289.mRNA.2	PS_chr10_G044289
PS_chr10_G044290.mRNA.2	PS_chr10_G044290
PS_chr10_G044291.mRNA.3	PS_chr10_G044291
PS_chr10_G044293.mRNA.1	PS_chr10_G044293
PS_chr10_G044294.mRNA.1	PS_chr10_G044294
PS_chr10_G044295.mRNA.1	PS_chr10_G044295
PS_chr10_G044296.mRNA.1	PS_chr10_G044296
PS_chr10_G044297.mRNA.1	PS_chr10_G044297
PS_chr10_G044298.mRNA.1	PS_chr10_G044298
PS_chr10_G044299.mRNA.1	PS_chr10_G044299
PS_chr10_G044300.mRNA.1	PS_chr10_G044300
PS_chr10_G044301.mRNA.2	PS_chr10_G044301
PS_chr10_G044302.mRNA.1	PS_chr10_G044302
PS_chr10_G044303.mRNA.1	PS_chr10_G044303
PS_chr10_G044304.mRNA.3	PS_chr10_G044304
PS_chr10_G044305.mRNA.2	PS_chr10_G044305
PS_chr10_G044306.mRNA.1	PS_chr10_G044306
PS_chr10_G044307.mRNA.15	PS_chr10_G044307
PS_chr10_G044308.mRNA.1	PS_chr10_G044308
PS_chr10_G044309.mRNA.1	PS_chr10_G044309
PS_chr10_G044310.mRNA.1	PS_chr10_G044310
PS_chr10_G044311.mRNA.1	PS_chr10_G044311
PS_chr10_G044312.mRNA.1	PS_chr10_G044312
PS_chr10_G044313.mRNA.2	PS_chr10_G044313
PS_chr10_G044314.mRNA.1	PS_chr10_G044314
PS_chr10_G044315.mRNA.1	PS_chr10_G044315
PS_chr10_G044316.mRNA.1	PS_chr10_G044316
PS_chr10_G044317.mRNA.1	PS_chr10_G044317
PS_chr10_G044318.mRNA.2	PS_chr10_G044318
PS_chr10_G044319.mRNA.1	PS_chr10_G044319
PS_chr10_G044320.mRNA.4	PS_chr10_G044320
PS_chr10_G044321.mRNA.1	PS_chr10_G044321
PS_chr10_G044322.mRNA.1	PS_chr10_G044322
PS_chr10_G044323.mRNA.1	PS_chr10_G044323
PS_chr10_G044324.mRNA.2	PS_chr10_G044324
PS_chr10_G044325.mRNA.1	PS_chr10_G044325
PS_chr10_G044326.mRNA.2	PS_chr10_G044326
PS_chr10_G044332.mRNA.2	PS_chr10_G044332
PS_chr10_G044333.mRNA.9	PS_chr10_G044333
PS_chr10_G044334.mRNA.1	PS_chr10_G044334
PS_chr10_G044335.mRNA.4	PS_chr10_G044335
PS_chr10_G044336.mRNA.5	PS_chr10_G044336
PS_chr10_G044339.mRNA.1	PS_chr10_G044339
PS_chr10_G044340.mRNA.1	PS_chr10_G044340
PS_chr10_G044342.mRNA.1	PS_chr10_G044342
PS_chr10_G044343.mRNA.1	PS_chr10_G044343
PS_chr10_G044344.mRNA.2	PS_chr10_G044344
PS_chr10_G044345.mRNA.1	PS_chr10_G044345
PS_chr10_G044347.mRNA.1	PS_chr10_G044347
PS_chr10_G044348.mRNA.1	PS_chr10_G044348
PS_chr10_G044349.mRNA.1	PS_chr10_G044349
PS_chr10_G044350.mRNA.2	PS_chr10_G044350
PS_chr10_G044351.mRNA.1	PS_chr10_G044351
PS_chr10_G044352.mRNA.2	PS_chr10_G044352
PS_chr10_G044353.mRNA.1	PS_chr10_G044353
PS_chr10_G044354.mRNA.1	PS_chr10_G044354
PS_chr10_G044355.mRNA.1	PS_chr10_G044355
PS_chr10_G044356.mRNA.2	PS_chr10_G044356
PS_chr10_G044357.mRNA.1	PS_chr10_G044357
PS_chr10_G044358.mRNA.1	PS_chr10_G044358
PS_chr10_G044360.mRNA.5	PS_chr10_G044360
PS_chr10_G044361.mRNA.5	PS_chr10_G044361
PS_chr10_G044362.mRNA.1	PS_chr10_G044362
PS_chr10_G044363.mRNA.1	PS_chr10_G044363
PS_chr10_G044364.mRNA.1	PS_chr10_G044364
PS_chr10_G044366.mRNA.1	PS_chr10_G044366
PS_chr10_G044365.mRNA.2	PS_chr10_G044365
PS_chr10_G044367.mRNA.1	PS_chr10_G044367
PS_chr10_G044368.mRNA.1	PS_chr10_G044368
PS_chr10_G044369.mRNA.2	PS_chr10_G044369
PS_chr10_G044370.mRNA.2	PS_chr10_G044370
PS_chr10_G044373.mRNA.1	PS_chr10_G044373
PS_chr10_G044374.mRNA.1	PS_chr10_G044374
PS_chr10_G044375.mRNA.2	PS_chr10_G044375
PS_chr10_G044376.mRNA.1	PS_chr10_G044376
PS_chr10_G044377.mRNA.2	PS_chr10_G044377
PS_chr10_G044380.mRNA.8	PS_chr10_G044380
PS_chr10_G044381.mRNA.1	PS_chr10_G044381
PS_chr10_G044382.mRNA.1	PS_chr10_G044382
PS_chr10_G044383.mRNA.3	PS_chr10_G044383
PS_chr10_G044384.mRNA.1	PS_chr10_G044384
PS_chr10_G044385.mRNA.1	PS_chr10_G044385
PS_chr10_G044386.mRNA.1	PS_chr10_G044386
PS_chr10_G044387.mRNA.1	PS_chr10_G044387
PS_chr10_G044388.mRNA.1	PS_chr10_G044388
PS_chr10_G044389.mRNA.1	PS_chr10_G044389
PS_chr10_G044390.mRNA.1	PS_chr10_G044390
PS_chr10_G044391.mRNA.1	PS_chr10_G044391
PS_chr10_G044392.mRNA.1	PS_chr10_G044392
PS_chr10_G044393.mRNA.1	PS_chr10_G044393
PS_chr10_G044394.mRNA.1	PS_chr10_G044394
PS_chr10_G044395.mRNA.1	PS_chr10_G044395
PS_chr10_G044397.mRNA.1	PS_chr10_G044397
PS_chr10_G044398.mRNA.2	PS_chr10_G044398
PS_chr10_G044399.mRNA.2	PS_chr10_G044399
PS_chr10_G044400.mRNA.1	PS_chr10_G044400
PS_chr10_G044401.mRNA.6	PS_chr10_G044401
PS_chr10_G044404.mRNA.1	PS_chr10_G044404
PS_chr10_G044405.mRNA.1	PS_chr10_G044405
PS_chr10_G044407.mRNA.1	PS_chr10_G044407
PS_chr10_G044408.mRNA.1	PS_chr10_G044408
PS_chr10_G044409.mRNA.1	PS_chr10_G044409
PS_chr10_G044410.mRNA.1	PS_chr10_G044410
PS_chr10_G044412.mRNA.2	PS_chr10_G044412
PS_chr10_G044414.mRNA.1	PS_chr10_G044414
PS_chr10_G044417.mRNA.1	PS_chr10_G044417
PS_chr10_G044418.mRNA.1	PS_chr10_G044418
PS_chr10_G044419.mRNA.2	PS_chr10_G044419
PS_chr10_G044420.mRNA.5	PS_chr10_G044420
PS_chr10_G044421.mRNA.2	PS_chr10_G044421
PS_chr10_G044422.mRNA.1	PS_chr10_G044422
PS_chr10_G044423.mRNA.1	PS_chr10_G044423
PS_chr10_G044424.mRNA.1	PS_chr10_G044424
PS_chr10_G044426.mRNA.1	PS_chr10_G044426
PS_chr10_G044425.mRNA.3	PS_chr10_G044425
PS_chr10_G044427.mRNA.1	PS_chr10_G044427
PS_chr10_G044428.mRNA.1	PS_chr10_G044428
PS_chr10_G044429.mRNA.1	PS_chr10_G044429
PS_chr10_G044430.mRNA.1	PS_chr10_G044430
PS_chr10_G044431.mRNA.1	PS_chr10_G044431
PS_chr10_G044432.mRNA.1	PS_chr10_G044432
PS_chr10_G044433.mRNA.1	PS_chr10_G044433
PS_chr10_G044434.mRNA.1	PS_chr10_G044434
PS_chr10_G044435.mRNA.1	PS_chr10_G044435
PS_chr10_G044436.mRNA.7	PS_chr10_G044436
PS_chr10_G044437.mRNA.1	PS_chr10_G044437
PS_chr10_G044439.mRNA.1	PS_chr10_G044439
PS_chr10_G044442.mRNA.1	PS_chr10_G044442
PS_chr10_G044443.mRNA.1	PS_chr10_G044443
PS_chr10_G044444.mRNA.2	PS_chr10_G044444
PS_chr10_G044446.mRNA.4	PS_chr10_G044446
PS_chr10_G044448.mRNA.18	PS_chr10_G044448
PS_chr10_G044449.mRNA.18	PS_chr10_G044449
PS_chr10_G044450.mRNA.6	PS_chr10_G044450
PS_chr10_G044451.mRNA.2	PS_chr10_G044451
PS_chr10_G044452.mRNA.9	PS_chr10_G044452
PS_chr10_G044453.mRNA.14	PS_chr10_G044453
PS_chr10_G044454.mRNA.15	PS_chr10_G044454
PS_chr10_G044455.mRNA.1	PS_chr10_G044455
PS_chr10_G044456.mRNA.1	PS_chr10_G044456
PS_chr10_G044457.mRNA.1	PS_chr10_G044457
PS_chr10_G044458.mRNA.2	PS_chr10_G044458
PS_chr10_G044460.mRNA.1	PS_chr10_G044460
PS_chr10_G044461.mRNA.1	PS_chr10_G044461
PS_chr10_G044462.mRNA.1	PS_chr10_G044462
PS_chr10_G044464.mRNA.3	PS_chr10_G044464
PS_chr10_G044465.mRNA.2	PS_chr10_G044465
PS_chr10_G044466.mRNA.1	PS_chr10_G044466
PS_chr10_G044467.mRNA.2	PS_chr10_G044467
PS_chr10_G044469.mRNA.1	PS_chr10_G044469
PS_chr10_G044470.mRNA.1	PS_chr10_G044470
PS_chr10_G044471.mRNA.1	PS_chr10_G044471
PS_chr10_G044472.mRNA.2	PS_chr10_G044472
PS_chr10_G044473.mRNA.4	PS_chr10_G044473
PS_chr10_G044474.mRNA.3	PS_chr10_G044474
PS_chr10_G044475.mRNA.1	PS_chr10_G044475
PS_chr10_G044476.mRNA.2	PS_chr10_G044476
PS_chr10_G044477.mRNA.1	PS_chr10_G044477
PS_chr10_G044478.mRNA.1	PS_chr10_G044478
PS_chr10_G044479.mRNA.1	PS_chr10_G044479
PS_chr10_G044480.mRNA.1	PS_chr10_G044480
PS_chr10_G044481.mRNA.1	PS_chr10_G044481
PS_chr10_G044482.mRNA.2	PS_chr10_G044482
PS_chr10_G044483.mRNA.1	PS_chr10_G044483
PS_chr10_G044484.mRNA.1	PS_chr10_G044484
PS_chr10_G044485.mRNA.1	PS_chr10_G044485
PS_chr10_G044486.mRNA.3	PS_chr10_G044486
PS_chr10_G044487.mRNA.1	PS_chr10_G044487
PS_chr10_G044488.mRNA.2	PS_chr10_G044488
PS_chr10_G044489.mRNA.1	PS_chr10_G044489
PS_chr10_G044490.mRNA.4	PS_chr10_G044490
PS_chr10_G044491.mRNA.1	PS_chr10_G044491
PS_chr10_G044492.mRNA.1	PS_chr10_G044492
PS_chr10_G044493.mRNA.1	PS_chr10_G044493
PS_chr10_G044494.mRNA.1	PS_chr10_G044494
PS_chr10_G044495.mRNA.1	PS_chr10_G044495
PS_chr10_G044496.mRNA.1	PS_chr10_G044496
PS_chr10_G044497.mRNA.6	PS_chr10_G044497
PS_chr10_G044499.mRNA.1	PS_chr10_G044499
PS_chr10_G044500.mRNA.4	PS_chr10_G044500
PS_chr10_G044502.mRNA.1	PS_chr10_G044502
PS_chr10_G044503.mRNA.2	PS_chr10_G044503
PS_chr10_G044504.mRNA.1	PS_chr10_G044504
PS_chr10_G044505.mRNA.15	PS_chr10_G044505
PS_chr10_G044506.mRNA.1	PS_chr10_G044506
PS_chr10_G044507.mRNA.1	PS_chr10_G044507
PS_chr10_G044510.mRNA.1	PS_chr10_G044510
PS_chr10_G044511.mRNA.1	PS_chr10_G044511
PS_chr10_G044512.mRNA.1	PS_chr10_G044512
PS_chr10_G044513.mRNA.4	PS_chr10_G044513
PS_chr10_G044514.mRNA.8	PS_chr10_G044514
PS_chr10_G044515.mRNA.1	PS_chr10_G044515
PS_chr10_G044517.mRNA.1	PS_chr10_G044517
PS_chr10_G044518.mRNA.2	PS_chr10_G044518
PS_chr10_G044519.mRNA.1	PS_chr10_G044519
PS_chr10_G044520.mRNA.1	PS_chr10_G044520
PS_chr10_G044521.mRNA.2	PS_chr10_G044521
PS_chr10_G044522.mRNA.1	PS_chr10_G044522
PS_chr10_G044523.mRNA.1	PS_chr10_G044523
PS_chr10_G044524.mRNA.2	PS_chr10_G044524
PS_chr10_G044525.mRNA.1	PS_chr10_G044525
PS_chr10_G044526.mRNA.1	PS_chr10_G044526
PS_chr10_G044527.mRNA.1	PS_chr10_G044527
PS_chr10_G044528.mRNA.1	PS_chr10_G044528
PS_chr10_G044529.mRNA.1	PS_chr10_G044529
PS_chr10_G044530.mRNA.1	PS_chr10_G044530
PS_chr10_G044531.mRNA.1	PS_chr10_G044531
PS_chr10_G044532.mRNA.1	PS_chr10_G044532
PS_chr10_G044533.mRNA.2	PS_chr10_G044533
PS_chr10_G044535.mRNA.1	PS_chr10_G044535
PS_chr10_G044536.mRNA.7	PS_chr10_G044536
PS_chr10_G044537.mRNA.5	PS_chr10_G044537
PS_chr10_G044538.mRNA.2	PS_chr10_G044538
PS_chr10_G044539.mRNA.6	PS_chr10_G044539
PS_chr10_G044540.mRNA.1	PS_chr10_G044540
PS_chr10_G044541.mRNA.1	PS_chr10_G044541
PS_chr10_G044542.mRNA.3	PS_chr10_G044542
PS_chr10_G044543.mRNA.1	PS_chr10_G044543
PS_chr10_G044544.mRNA.1	PS_chr10_G044544
PS_chr10_G044545.mRNA.2	PS_chr10_G044545
PS_chr10_G044546.mRNA.1	PS_chr10_G044546
PS_chr10_G044547.mRNA.1	PS_chr10_G044547
PS_chr10_G044548.mRNA.1	PS_chr10_G044548
PS_chr10_G044549.mRNA.1	PS_chr10_G044549
PS_chr10_G044550.mRNA.1	PS_chr10_G044550
PS_chr10_G044551.mRNA.2	PS_chr10_G044551
PS_chr10_G044552.mRNA.2	PS_chr10_G044552
PS_chr10_G044553.mRNA.1	PS_chr10_G044553
PS_chr10_G044554.mRNA.1	PS_chr10_G044554
PS_chr10_G044555.mRNA.1	PS_chr10_G044555
PS_chr10_G044556.mRNA.1	PS_chr10_G044556
PS_chr10_G044557.mRNA.1	PS_chr10_G044557
PS_chr10_G044558.mRNA.1	PS_chr10_G044558
PS_chr10_G044559.mRNA.1	PS_chr10_G044559
PS_chr10_G044560.mRNA.4	PS_chr10_G044560
PS_chr10_G044561.mRNA.1	PS_chr10_G044561
PS_chr10_G044563.mRNA.1	PS_chr10_G044563
PS_chr10_G044564.mRNA.1	PS_chr10_G044564
PS_chr10_G044565.mRNA.1	PS_chr10_G044565
PS_chr10_G044566.mRNA.2	PS_chr10_G044566
PS_chr10_G044567.mRNA.1	PS_chr10_G044567
PS_chr10_G044568.mRNA.1	PS_chr10_G044568
